NPRI ID,Facility name,Company name,Address,City,Province,PostalCode,Latitude,Longitude,Emissions,Units,Facility details,Facility information,Report year
1,Alberta-Pacific Forest Industries Inc.,Alberta-Pacific Forest Industries Inc.,,County of Athabasca,Alberta,T0A 0M0,54.923116,-112.861867,1056.37,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1,2022
11,Hexion Canada Inc.- Edmonton Facility,Hexion Canada Inc.,12621 156th Street,Edmonton,Alberta,T5V 1E1,53.5823,-113.5886,12.35,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0311&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/11,2022
15,Baycoat,"Dofasco Inc., Stelco Inc.",244 Lanark Street,Hamilton,Ontario,L8N 3K7,43.24119,-79.74945,25,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0315&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/15,2022
28,Cornwall Site,BASF Canada Inc.,501 Wallrich Avenue,Cornwall,Ontario,K6J 2B5,45.0189,-74.7551,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0328&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/28,2022
31,Windsor Site,BASF Canada Inc.,845 Wyandotte Street West,Windsor,Ontario,N9A 5Y1,42.31052,-83.04612,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0331&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/31,2022
34,Toronto Site,BASF Canada Inc.,10 Constellation Court,Toronto,Ontario,M9W 1K1,43.69226,-79.59705,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0334&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/34,2022
54,Brunswick Mine,Glencore Canada Corporation,Highway 430 Highway West,Bathurst,New Brunswick,E8G2M1,47.4717,-65.8897,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0354&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/54,2022
99,Division Laronde,Les Mines Agnico Eagle Limitée,10200 Route de Preissac,Rouyn-Noranda,Quebec,J0Y 1C0,48.25072,-78.44184,39.33,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0399&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/99,2022
106,Dunvegan Sour Gas Plant,Canadian Natural Resources Limited,,Fairview,Alberta,,55.99857,-118.5298,328.35,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03106&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/106,2022
125,Whitby,Atlantic Packaging Products Ltd.,1900 Thickson Road,Whitby,Ontario,L1N 9E1,43.86123,-78.90416,60.68,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03125&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/125,2022
126,Edmonton Site,Celanese Canada Ulc.,4405 101st Avenue,Edmonton,Alberta,T6A 0L2,53.5397,-113.4092,61.8,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03126&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/126,2022
159,Bunge Canada - Altona Plant,Bunge Canada,280 2nd Street Northwest,Altona,Manitoba,R0G 0B0,49.11148,-97.5601,21.05,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03159&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/159,2022
161,Bunge Canada - Hamilton,Bunge Canada,515 Victoria Avenue North,Hamilton,Ontario,L8N 3K7,43.27022,-79.84949,41.51,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03161&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/161,2022
163,Bunge Canada - Nipawin Plant,Bunge Canada,35 Highway South,Nipawin,Saskatchewan,S0E 1E0,53.3252,-104.027,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03163&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/163,2022
169,Bunge Canada - Wainwright Plant,Bunge Canada,1101 4th Avenue South,Wainwright,Alberta,T9W 1S8,52.8292,-110.8592,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03169&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/169,2022
177,Coveright Surfaces Canada,Coveright Surfaces Canada Inc.,56 Willmott Street,Cobourg,Ontario,K9A 4R5,43.9578,-78.1197,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03177&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/177,2022
209,Tiverton,Greenfield Global Inc.,99 Farrell Drive,Tiverton,Ontario,N0G 2T0,44.3077,-81.55458,8.91,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03209&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/209,2022
211,Incinérateur,Ville de Quebec,900 Industrielle,Québec,Quebec,G1J 3V9,46.828385,-71.220097,345.48,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03211&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/211,2022
222,Welland Plant,Cytec Canada Inc.,9061 Garner Road,Niagara Falls,Ontario,L2H 0Y2,43.04687,-79.15261,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03222&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/222,2022
223,Mercer Peace River,Mercer Peace River Pulp Ltd.,11/13/24-085-21-W5,Md of Northern Lights,Alberta,T8S 1V7,56.37297,-117.18442,764.06,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03223&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/223,2022
239,"Cascades Containerboard Packaging, A Division of Cascades Ca",Cascades Canada Ulc,300 Marmora Street,Trenton,Ontario,K8V 5R8,44.1114,-77.5878,65.6,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03239&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/239,2022
250,Gibbons Site,Evonik Canada Inc.,Highway 643 East,Gibbons,Alberta,T0A 1N0,53.83628,-113.13256,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03250&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/250,2022
267,Genesee Thermal Generating Station,Capital Power Generation Services Inc.,50444 Highway 770,Warburg,Alberta,T0C 2T0,53.344,-114.305,14725.91,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03267&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/267,2022
276,Arcelormittal Windsor A Division of Arcelormittal Dofasco G.,Arcelormittal Windsor A Division of Arcelormittal Dofasco G.,300 Sprucewood Avenue,Windsor,Ontario,N9C 0B7,42.26166,-83.09557,34,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03276&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/276,2022
279,"Kraft Nordic, S.E.C. - Usine de Pâtes Kraft de Lebel-sur-Qué","Kraft Nordic, S.E.C.",30 du Moulin Road,Lebel-sur-Quévillon,Quebec,J0Y 1X0,49.0254,-76.9538,495.54,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03279&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/279,2022
280,Western Canada Operations,Dow Chemical Canada ULC,Highway 15,Fort Saskatchewan,Alberta,T8L 2P4,53.7332,-113.175,1265.8,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03280&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/280,2022
281,Varennes Facility,3313045 Nova Scotia Company,4445 Boul. Marie Victorin,Varennes,Quebec,J3X 1T3,45.7317,-73.4033,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03281&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/281,2022
327,Irving Consumer Products Limited,Irving Consumer Products Limited,1551 Weston Road,Toronto,Ontario,M6M 4Y4,43.69374,-79.50446,45.66,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03327&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/327,2022
362,Metro Vancouver Waste-To-Energy Facility,Greater Vancouver Sewerage and Drainage District,5150 Riverbend Dr.,Burnaby,British Columbia,V3N 4V3,49.1866,-122.9785,221.5,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03362&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/362,2022
397,Honda of Canada Mfg.,Honda Canada Inc.,4700 Industrial Parkway,Alliston,Ontario,L9R 1A2,44.1486,-79.8408,44.5,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03397&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/397,2022
403,Lloydminster Refinery,Cenovus Energy Inc.,5650 52nd Street,Lloydminster,Alberta,T9V 0R7,53.2885,-110.0183,55.44,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03403&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/403,2022
405,Prince George Refinery,Tidewater Midstream and Infrastructure Ltd.,2542 Pulp Mill Road,Prince George,British Columbia,V2K 5P5,53.9268,-122.7028,80.91,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03405&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/405,2022
407,Ram River Sour Gas Plant,Tidewater Midstream and Infrastructure Ltd.,,Rocky Mountain House,Alberta,T4T 1B5,52.1463,-115.33,396.69,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03407&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/407,2022
409,Lloydminster Upgrader,Cenovus Energy Inc.,16 Highway East,Lloydminster,Saskatchewan,S9V 1M6,53.26311,-109.94889,986.69,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03409&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/409,2022
423,Agincourt Plant,The International Group Inc.,50 Salome Drive,Toronto,Ontario,M1S 2A8,43.7841,-79.2763,37.13,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03423&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/423,2022
426,Quirk Creek Gas Plant,Caledonian Midstream,,Millarville,Alberta,T0L 1K0,50.7477,-114.4947,234.04,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03426&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/426,2022
428,Norman Wells Central Processing Facility,Imperial Oil Resources N.W.T. Limited,General Delivery 1001 Canol Drive Drive,Norman Wells,Northwest Territories,X0E 0V0,65.2873,-126.8812,190.21,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03428&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/428,2022
432,Wapiti Deep Cut Plant 04-08-069-08 W6m,Canadian Natural Resources Limited,,N/A,Alberta,,54.9527,-119.1953,374.98,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03432&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/432,2022
438,Redwater Sour Gas Plant 01-29,Conifer Energy Inc.,,Redwater,Alberta,,53.9527,-113.078,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03438&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/438,2022
440,Judy Creek Gas Conservation Plant,Conifer Energy Inc.,,N/A,Alberta,,54.5723,-115.5229,111.54,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03440&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/440,2022
442,Cold Lake,Imperial Oil Resources Limited,,Grande Centre,Alberta,T0A 1T0,54.59702,-110.39972,5936.51,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03442&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/442,2022
444,Copper Cliff Smelter,Vale Canada Limited,18 Rink Street,Copper Cliff,Ontario,P0M 1N0,46.4786,-81.0553,174.4,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03444&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/444,2022
447,Usine de Valleyfield,Diageo Canada Inc.,1 Salaberry,Salaberry-de-Valleyfield,Quebec,J6T 2G9,45.25582,-74.12052,29.5,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03447&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/447,2022
479,Cariboo Pulp and Paper Company,Cariboo Pulp and Paper Company,50 North Star Road,Quesnel,British Columbia,V2J 3J6,52.998,-122.483,924.58,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03479&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/479,2022
485,Ingredion Canada Incorporated - London Plant,Ingredion Canada Corporation,1100 Green Valley Road,London,Ontario,N6N 1E3,42.92248,-81.1915,431.68,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03485&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/485,2022
488,Ingredion Canada Corporation,Ingredion Canada Corporation,4040 James Street,Cardinal,Ontario,K0E 1E0,44.785,-75.3767,80.41,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03488&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/488,2022
502,Edmonton 142 Street Plant,Cleartech Industries Inc.,12020 142nd Street,Edmonton,Alberta,T5L2G8,53.5726,-113.566,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03502&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2018/502,2022
508,Kemira Chemcials Canada Inc. - Delta,Kemira Chemicals Canada Inc.,1035 Derwent Way,Delta,British Columbia,V3M 5R4,49.17044,-122.93945,3.2,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03508&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/508,2022
517,Plant #31 Brampton,O-I Canada Corp.,100 West Drive,Brampton,Ontario,L6T 2J5,43.70328,-79.7306,274.92,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03517&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/517,2022
536,Wembley Gas Plant,NuVista Energy Ltd.,,Wembley,Alberta,T0H 3S0,55.3359,-119.223,41.04,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03536&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/536,2022
618,Golden Ewp Division,Pacific Woodtech Canada Holdings Ltd,1221 10th Avenue,Golden,British Columbia,V0A 1H1,51.3138,-116.9804,20.25,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03618&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/618,2022
626,Pfizer Global Supply Brandon,Pfizer Canada Ulc,720 17th Street East,Brandon,Manitoba,R7A 7H2,49.83768,-99.91766,2.74,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03626&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/626,2022
635,Meridian Brick - Burlington,Meridian Brick,5155 Dundas Street,Burlington,Ontario,L7R 3Y2,43.4153,-79.8081,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03635&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/635,2022
653,Mazeppa Sour Gas Plant,Mfc Energy Corporation,,High River,Alberta,T1V1M7,50.6475,-113.772,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03653&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/653,2022
658,Belle Plaine Facility,Windsor Salt Ltd.,1 Kalium Road,Belle Plaine,Saskatchewan,S0G 0G0,50.42525,-105.18785,2.01,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03658&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/658,2022
672,Mercer Celgar Limited Partnership,Mercer Celgar Limited Partnership,1921 Arrow Lakes Drive,Castlegar,British Columbia,V1N 3H9,49.3357,-117.728,518.22,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03672&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/672,2022
683,Kaybob South #3 Gas Plant,Pgi Processing Ulc,Kaybob South #3 Road,Fox Creek,Alberta,T0H 1P0,54.1944,-116.6322,548.96,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03683&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/683,2022
686,Acheson Sour Gas Plant 05-02,Obsidian Energy Ltd.,,,Alberta,,53.5468,-113.7348,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03686&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/686,2022
689,Penn West Pembina 11-22-049-12w5,Obsidian Energy Ltd.,,Calgary,Alberta,,53.244999,-115.674301,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03689&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/689,2022
698,Fort Saskatchewan Plant,Keyera Corp,,Fort Saskatchewan,Alberta,T8L 2T2,53.7469,-113.1645,64.92,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03698&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/698,2022
702,Richmond Cement Plant,Lafarge Canada Inc.,7611 No 9 Road,Richmond,British Columbia,V6W 1H4,49.1591,-123.0032,1117,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03702&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/702,2022
718,Lp Dawson Creek,Louisiana Pacific Canada Ltd.,Mile 3 Alaska Hwy Highway,Dawson Creek,British Columbia,V1G 4P2,55.78752,-120.28334,53.04,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03718&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/718,2022
721,Usine de Valleyfield,Macco Organiques Inc.,100 McArthur,Valleyfield,Quebec,J6S 4M5,45.2636,-74.10475,9.38,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03721&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/721,2022
723,Powell River Division,Catalyst Paper Corporation,,Powell River,British Columbia,V8A 4R3,49.87311,-124.55432,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03723&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/723,2022
744,8 Wing Trenton Environmental Management,Department of National Defence,74 Polaris Avenue,Astra,Ontario,K0K 3W0,44.10881,-77.53274,2319.61,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03744&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/744,2022
745,14 Wing Greenwood,Department of National Defence,658 Astra Way Road,Greenwood,Nova Scotia,B0P 1N0,44.97983,-64.92684,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03745&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/745,2022
746,5 Wing Goose Bay,Department of National Defence,271 Loring Drive,Goose Bay,Newfoundland and Labrador,A0P 1S0,53.30097,-60.398,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03746&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/746,2022
758,"Uniboard Canada Inc, Usine Mont-Laurier",Uniboard Canada Inc,845 Jean-Baptiste Reid Street West,Mont-Laurier,Quebec,J9L 3W3,46.55679,-75.48099,279.16,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03758&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/758,2022
765,Axiall Canada Inc.,Axiall Canada Inc.,31 de l'Industrie Road,Beauharnois,Quebec,J6N 1W5,45.309,-73.894,45.4,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03765&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/765,2022
770,Robert O. Pickard Environmental Centre,City of Ottawa,800 Greens Creek Drive,Ottawa,Ontario,K1J 1A6,45.4606,-75.5908,62.44,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03770&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/770,2022
806,Morrisburg Plant,Evonik Oil Additives Canada Inc.,12695 County Rd. 2,Morrisburg,Ontario,K0C 1X0,44.9136,-75.1583,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03806&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/806,2022
815,Northern Pulp Nova Scotia Corporation,Northern Pulp Nova Scotia Corporation,260 Abercrombie Branch Road,Abercrombie,Nova Scotia,B2H 5C6,45.65243,-62.71653,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03815&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2020/815,2022
821,Brandon Generating Station,Manitoba Hydro,3305 Victoria Avenue East,Brandon,Manitoba,R7A 7J8,49.8449,-99.8901,14.3,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03821&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/821,2022
875,Meadow Lake Mechanical Pulp,Meadow Lake Mechanical Pulp,,Meadow Lake,Saskatchewan,S9X 1V7,54.15686,-108.28573,155.41,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03875&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/875,2022
878,Whitecourt Pulp Division,Millar Western Forest Products Ltd.,50 Mill Road,Whitecourt,Alberta,T7S 1N9,54.14321,-115.69522,93.16,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03878&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/878,2022
917,Fort Frances Division,Resolute FP Canada Inc.,427 Mowat Avenue,Fort Frances,Ontario,P9A1Y8,48.6111,-93.4034,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03917&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2015/917,2022
928,Dryden Mill,Domtar Inc.,1 Duke Street,Dryden,Ontario,P8N 2Z7,49.7831,-92.8472,681.04,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03928&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/928,2022
929,Usine de Gatineau,Produits Forestiers Résolu,79 Main,Gatineau,Quebec,J8P 4X6,45.4808,-75.6556,375.89,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03929&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/929,2022
930,Resolute Forest Products - Thunder Bay Operations,Produits Forestiers Résolu,2001 Neebing Avenue,Thunder Bay,Ontario,P7E 6S3,48.3486,-89.3067,1041.41,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03930&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/930,2022
941,Lantic Inc. - Vancouver Refinery,Lantic Inc. - Vancouver Refinery,123 Rogers Street,Vancouver,British Columbia,V6A 3N2,49.2841,-123.0802,38.35,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03941&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/941,2022
947,Lantic Inc. Taber Beet Sugar Factory,Lantic Inc. Taber Factory,5405 64th Street Street,Taber,Alberta,T1G 2C4,49.7894,-112.1261,72.51,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03947&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/947,2022
979,Usine Kénogami,Produits Forestiers Résolu,3750 de Champlain,Saguenay,Quebec,G7X 1M1,48.4289,-71.2437,28.47,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03979&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/979,2022
983,Division Alma,Produits Forestiers Résolu,1100 Melanion Street,Alma,Quebec,G8B 5W2,48.565,-71.6558,55.92,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=03983&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/983,2022
1028,Alberta Newsprint,Alberta Newsprint Co.,43 Highway North,Whitecourt,Alberta,T7S 1P9,54.1791,-115.806,108.19,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031028&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1028,2022
1033,Battle River Generating Station,Alberta Power 2000 Ltd.,,Forestburg,Alberta,,52.47015,-112.13324,1355.51,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031033&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1033,2022
1036,Sheerness Generating Station,Alberta Power 2000 Ltd.,,Hanna,Alberta,,51.44527,-111.78611,2067.02,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031036&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1036,2022
1039,H.R.Milner Generating Station,Milner Power Limited Partnership By Its Gp Milner Power Inc.,581073 40 Highway,Municipal District of Greenvie,Alberta,,54.0071,-119.104,130.02,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031039&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1039,2022
1042,Swan Hills Treatment Center,Suez Canada Waste Services Inc.,10000 Chrystina Lake Road,Swan Hills,Alberta,T0G 2C0,54.775,-115.2186,23.93,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031042&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1042,2022
1070,Algoma Steel Inc,Algoma Steel Inc.,105 West Street North,Sault Ste. Marie,Ontario,P6A 7B4,46.5208,-84.3697,1052.65,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031070&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1070,2022
1071,Aluminerie de Bécancour Inc.,Aluminerie de Bécancour Inc.,5555 Pierre Thibault,Bécancour,Quebec,G9H 2T7,46.3829,-72.3874,52.39,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=031071&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/1071,2022
